,LandValue,BuildValue,TotalValue,SchoolDist,CityName,YearBuilt,SqMeters,LandUse,avgAge,density,buildCover,pvmnt,treecover,parkDist,water
191,42000.0,145000.0,187000.0,281,GOLDEN VALLEY,1974,2626.54355553,TOWNHOUSE,51.8,4315.4921971254635,81,98,333,201.15664672851562,130
192,19900.0,205100.0,225000.0,001,MINNEAPOLIS,1985,48134.72884955,CONDOMINIUM,36.1,5324.074093452464,0,0,0,550.9882202148438,0
193,254300.0,206900.0,461200.0,283,ST. LOUIS PARK,1942,8146.25512375,RESIDENTIAL,42.2,4413.422589802606,98,218,369,108.0,0
194,37900.0,166500.0,204400.0,283,ST. LOUIS PARK,2006,30196.50214126,CONDOMINIUM,32.4,3972.5949244428643,162,502,114,150.0,0
195,177900.0,302100.0,480000.0,001,MINNEAPOLIS,1926,5376.41748045,RESIDENTIAL,38.2,7384.792653788405,139,240,192,195.43795776367188,0
196,500.0,2300.0,2800.0,0625,ST PAUL,,,Res 1 unit,39.1,27003.85470038121,34,54,666,46.86149978637695,0
197,26100.0,203900.0,230000.0,001,MINNEAPOLIS,1921,4931.38640226,RESIDENTIAL,42.1,8819.49535174485,0,0,0,203.64674377441406,0
198,63700.0,250000.0,313700.0,0624,WHITE BEAR LAKE,1946,8110.87,Res 1 unit,45.2,4866.775404814688,147,210,368,606.7124633789062,0
199,80000.0,313800.0,393800.0,279,BROOKLYN PARK,2005,22554.8469865,RESIDENTIAL,37.8,2544.562393073167,94,226,394,182.48287963867188,0
200,86300.0,214200.0,300500.0,279,MAPLE GROVE,1973,20453.6494632,RESIDENTIAL,40.4,2575.1781021578154,17,27,667,97.67292022705078,7
201,100000.0,313000.0,413000.0,281,PLYMOUTH,1993,12349.71020589,RESIDENTIAL,43.4,3379.3278126413365,27,75,326,138.0,384
202,32100.0,182700.0,214800.0,283,ST. LOUIS PARK,1962,103524.65274434,CONDOMINIUM,32.6,7474.586552325518,68,307,193,126.0,0
203,81900.0,206200.0,288100.0,0621,SHOREVIEW,1977,11051.17,Res 1 unit,51.7,3528.8876429389406,96,355,234,42.0,0
204,78000.0,189000.0,267000.0,281,CRYSTAL,1958,9849.66509942,RESIDENTIAL,36.1,3119.7207308873058,86,155,454,280.142822265625,0
205,14600.0,110300.0,124900.0,0625,ST PAUL,1889,7984.55,Res 1 unit,20.5,7481.87754817844,36,41,453,235.2275390625,7
206,184000.0,118300.0,302300.0,276,MINNETONKA,1951,17172.86822366,RESIDENTIAL,39.3,3368.203000948911,74,121,414,173.17044067382812,4
207,50000.0,206500.0,256500.0,276,MINNETONKA,1991,1173.59941195,TOWNHOUSE,43.2,2450.805559974356,139,261,80,389.30706787109375,10
208,98400.0,114100.0,212500.0,283,ST. LOUIS PARK,1942,5077.33275237,RESIDENTIAL,36.4,5077.890049617148,97,163,377,427.68682861328125,0
209,88000.0,182000.0,270000.0,281,ROBBINSDALE,1956,7677.4503635,RESIDENTIAL,35.6,5227.22206012273,0,31,345,144.0,0
210,140500.0,228900.0,369400.0,271,BLOOMINGTON,1980,10731.66122912,RESIDENTIAL,44.0,3574.6323486319916,0,0,0,193.86593627929688,0
211,1000.0,307200.0,308200.0,0625,ST PAUL,1920,,Res 1 unit,36.3,15869.715555954912,52,162,412,60.0,0
212,28600.0,140700.0,169300.0,0625,ST PAUL,1955,6699.53,Res 1 unit,32.2,7494.695549681953,81,210,465,486.5922546386719,0
213,115000.0,178000.0,293000.0,281,GOLDEN VALLEY,1965,12872.34232042,RESIDENTIAL,41.0,3783.963396745743,52,66,337,276.0,0
214,31500.0,158000.0,189500.0,0625,ST PAUL,1907,6198.59,Res 1 unit,21.0,7879.867507575777,20,187,366,174.0,1
215,71900.0,320600.0,392500.0,001,MINNEAPOLIS,1930,4759.31779016,RESIDENTIAL,38.1,9189.397074965238,0,0,0,191.71853637695312,0
216,154400.0,242900.0,397300.0,272,EDEN PRAIRIE,1986,13690.28946781,RESIDENTIAL,39.7,2529.2455969039424,8,25,360,209.31317138671875,8
217,31200.0,259800.0,291000.0,001,MINNEAPOLIS,1900,5189.43114651,RESIDENTIAL-TWO UNIT,33.4,8634.536682442682,0,0,0,381.0354309082031,0
218,86900.0,133500.0,220400.0,0625,ST PAUL,1952,8398.37,Res 1 unit,46.7,4897.613471052636,0,0,0,106.32026672363281,0
219,72200.0,406800.0,479000.0,001,MINNEAPOLIS,1908,5284.4394162,RESIDENTIAL-TWO UNIT,37.4,7103.276096582134,81,130,438,402.0447692871094,0
220,185000.0,504000.0,689000.0,284,PLYMOUTH,2016,9272.92353695,RESIDENTIAL,35.7,1707.2033277099677,39,70,389,230.82461547851562,15
221,98800.0,136600.0,235400.0,0621,SHOREVIEW,1952,17998.99,Res 1 unit,50.5,471.74871181442217,9,86,151,37.94733428955078,533
222,45900.0,139500.0,185400.0,0622,NORTH ST PAUL,1908,7013.16,Res 1 unit,36.6,3289.4954352046598,184,500,109,150.0,0
223,25400.0,296600.0,322000.0,001,MINNEAPOLIS,1999,15937.17499233,CONDOMINIUM,34.1,13313.627830533704,0,0,0,224.01785278320312,0
224,50500.0,207900.0,258400.0,279,MAPLE GROVE,1977,20414.32858442,RESIDENTIAL,44.3,4046.707262675759,34,463,132,374.17108154296875,0
225,50000.0,189300.0,239300.0,279,BROOKLYN PARK,1980,12395.06030906,RESIDENTIAL-TWO UNIT,32.0,4331.267994282236,69,188,497,264.8848876953125,0
226,232800.0,246700.0,479500.0,001,MINNEAPOLIS,1937,6324.63387073,RESIDENTIAL,43.0,5526.570524725734,11,329,283,51.61395263671875,0
227,111200.0,304700.0,415900.0,0624,WHITE BEAR TOWN,2014,9962.17,Res 1 unit,44.7,1790.5177191320504,54,110,609,156.0,14
228,19000.0,136000.0,155000.0,270,PLYMOUTH,1999,820515.66782746,CONDOMINIUM,34.2,1898.897982116324,244,390,127,276.5863342285156,6
229,104000.0,331100.0,435100.0,279,MAPLE GROVE,1992,26480.56509629,RESIDENTIAL,40.3,2631.1163168722214,30,57,447,214.15882873535156,116
230,133000.0,230000.0,363000.0,284,PLYMOUTH,1980,62283.02736474,RESIDENTIAL,40.3,3105.6940860763993,31,218,380,36.0,11
231,78000.0,101000.0,179000.0,281,ROBBINSDALE,1947,5123.65520782,RESIDENTIAL,31.8,6353.485093076458,89,164,405,513.797607421875,0
232,116100.0,125600.0,241700.0,271,BLOOMINGTON,1955,10872.67669823,RESIDENTIAL,40.7,3639.2021599338545,0,0,0,112.08924865722656,0
233,129200.0,223700.0,352900.0,271,BLOOMINGTON,1969,13884.69989598,RESIDENTIAL,48.3,2061.6035837126506,0,0,0,84.0,0
234,30000.0,142800.0,172800.0,270,MINNETONKA,1983,194466.9653399,CONDOMINIUM,32.4,4564.971290938215,63,281,160,70.22819519042969,0
235,86700.0,288100.0,374800.0,279,MAPLE GROVE,1992,37519.82714699,RESIDENTIAL,40.2,3974.186029414738,33,135,525,381.365966796875,0
236,198800.0,484700.0,683500.0,001,MINNEAPOLIS,1921,11342.00369955,RESIDENTIAL,40.2,6265.974709238362,0,0,0,51.26402282714844,0
237,60000.0,281000.0,341000.0,0625,ST PAUL,1941,5201.06,Res 1 unit,34.8,9899.152636987621,55,362,343,78.0,47
238,82000.0,128000.0,210000.0,281,ROBBINSDALE,1949,6592.34106391,RESIDENTIAL-TWO UNIT,31.8,6353.485093076458,115,148,401,425.0270690917969,0
239,56000.0,92000.0,148000.0,284,PLYMOUTH,1971,873.99661951,TOWNHOUSE,34.1,4336.200642927399,138,537,104,318.0,9
240,167500.0,341100.0,508600.0,272,EDEN PRAIRIE,1991,14604.21625121,RESIDENTIAL,37.0,3304.8840413976714,0,0,357,158.85842895507812,0
241,82000.0,140000.0,222000.0,281,GOLDEN VALLEY,1971,8298.82344782,RESIDENTIAL,51.8,4315.4921971254635,4,333,29,206.8912811279297,28
242,64700.0,162900.0,227600.0,0622,MAPLEWOOD,1950,12580.13,Res 1 unit,34.3,3809.01386031098,78,373,169,133.22161865234375,0
243,58000.0,159800.0,217800.0,279,BROOKLYN PARK,1977,7313.72981119,RESIDENTIAL,32.0,4331.267994282236,108,169,438,132.0,0
244,93000.0,210000.0,303000.0,278,MEDINA,1994,11466.01739996,RESIDENTIAL,46.9,103.86320130161,0,100,507,48.0,0
245,32400.0,148100.0,180500.0,001,MINNEAPOLIS,1913,4985.85507278,RESIDENTIAL,33.2,6773.4419507083885,221,362,101,186.0,0
246,128500.0,360000.0,488500.0,001,MINNEAPOLIS,1921,5400.09048413,RESIDENTIAL-TWO UNIT,36.2,7836.07397994211,79,256,347,300.0,0
247,45400.0,222600.0,268000.0,001,MINNEAPOLIS,1921,5702.27395446,RESIDENTIAL,41.2,9213.762634658977,155,269,297,353.2364807128906,0
248,107100.0,116200.0,223300.0,283,ST. LOUIS PARK,1950,6861.69490084,RESIDENTIAL,38.5,2650.835874822228,34,88,93,190.58856201171875,3
249,13000.0,220500.0,233500.0,0625,ST PAUL,1929,4965.84,Res 1 unit,26.4,9924.85688695701,161,254,289,198.0,0
250,108000.0,139000.0,247000.0,280,RICHFIELD,1949,10087.66434322,RESIDENTIAL,39.0,4358.966488127988,0,0,0,67.88224792480469,0
251,104000.0,117400.0,221400.0,271,BLOOMINGTON,1950,10069.40241594,RESIDENTIAL,38.5,3006.4822952673403,0,0,0,132.815673828125,0
252,20100.0,247800.0,267900.0,0625,ST PAUL,2003,6250.86,Res 1 unit,35.5,6158.853895479409,33,15,424,649.3596801757812,401
253,80000.0,376300.0,456300.0,011,BROOKLYN PARK,2005,16772.98678907,RESIDENTIAL,37.8,2544.562393073167,38,92,388,220.04544067382812,225
254,77600.0,175700.0,253300.0,0624,WHITE BEAR LAKE,1960,10001.38,Res 1 unit,34.4,4936.283433354438,1,41,73,815.2938232421875,745
256,138000.0,596000.0,734000.0,284,PLYMOUTH,2008,39331.80618734,RESIDENTIAL,50.2,2867.4902544614383,54,89,470,450.0,0
257,17600.0,154300.0,171900.0,0625,ST PAUL,1890,4922.28,Res 1 unit,28.6,11481.852546217882,0,0,481,240.0,23
258,61000.0,102000.0,163000.0,281,ROBBINSDALE,1970,3950.6000952,RESIDENTIAL-ZERO LOT LINE,41.3,3375.9413524034994,51,378,190,402.71575927734375,8
259,78000.0,105000.0,183000.0,281,ROBBINSDALE,1940,5233.07134268,RESIDENTIAL,31.8,6353.485093076458,98,185,379,240.0,0
260,184000.0,120700.0,304700.0,270,MINNETONKA,1959,14412.12379051,RESIDENTIAL,42.7,2569.7856859872395,0,0,69,642.0280151367188,797
261,7300.0,175700.0,183000.0,001,MINNEAPOLIS,1911,5275.74176468,RESIDENTIAL,20.9,13013.36081755138,57,356,238,84.0,0
262,35000.0,164500.0,199500.0,0625,ST PAUL,1888,8376.59,Res 1 unit,29.8,10576.912775788702,0,0,5,283.7816162109375,895
263,110000.0,142700.0,252700.0,0625,ST PAUL,1924,4800.31,Res 1 unit,45.6,8400.258741703508,4,50,315,528.7154541015625,0
264,83500.0,190800.0,274300.0,0622,MAPLEWOOD,1961,11499.84,Res 1 unit,38.9,1349.4481826858907,87,97,592,251.28469848632812,3
265,125000.0,230000.0,355000.0,284,PLYMOUTH,1975,15179.98749328,RESIDENTIAL,44.6,1621.7899242337323,83,254,288,220.04544067382812,17
266,332400.0,586100.0,918500.0,001,MINNEAPOLIS,1922,11368.35304708,RESIDENTIAL,42.3,9005.591736918743,134,356,146,154.259521484375,0
267,12500.0,353500.0,366000.0,001,MINNEAPOLIS,2006,17486.67868757,CONDOMINIUM,28.3,20663.023731962578,118,146,381,439.47698974609375,0
268,14000.0,141000.0,155000.0,001,MINNEAPOLIS,1930,5175.24870503,RESIDENTIAL,33.4,3465.645835784028,199,598,18,264.0,0
269,35000.0,174600.0,209600.0,0625,ST PAUL,1923,4878.72,Res 1 unit,32.6,7314.102489468865,64,82,332,723.0435791015625,339
270,137600.0,273200.0,410800.0,271,BLOOMINGTON,2011,43097.03594977,RESIDENTIAL,42.9,5660.659090040965,0,0,0,331.90362548828125,0
271,48300.0,188500.0,236800.0,279,MAPLE GROVE,2012,10111.99,CONDOMINIUM,37.0,2962.965080886148,67,129,605,388.65924072265625,13
272,80000.0,146900.0,226900.0,0624,WHITE BEAR TOWN,1982,12000.78,Res 1 unit,40.8,3185.171523853622,4,10,637,171.9185791015625,0
273,143000.0,120000.0,263000.0,282,ST. ANTHONY,1955,9001.27920829,RESIDENTIAL,44.5,5490.040896494741,15,265,208,565.1477661132812,0
274,177000.0,150000.0,327000.0,276,DEEPHAVEN,1948,21450.06528404,RESIDENTIAL,48.6,1279.373577644471,22,204,60,84.0,40
275,98100.0,260800.0,358900.0,0621,SHOREVIEW,1983,19602.0,Res 1 unit,48.2,1553.102809949032,0,0,0,43.26661682128906,0
276,85000.0,133000.0,218000.0,0623,ROSEVILLE,1958,10184.33,Res 1 unit,42.6,2914.048993597183,63,76,571,119.54914855957031,12
277,81000.0,195000.0,276000.0,270,HOPKINS,2000,4747.90183965,TOWNHOUSE,30.9,8486.769235637956,67,309,268,24.0,0
278,335000.0,417000.0,752000.0,284,WAYZATA,1996,10994.5249938,TOWNHOUSE,60.0,490.2878334889738,27,170,149,417.9377746582031,39
279,12900.0,206100.0,219000.0,001,MINNEAPOLIS,1981,69305.58374964,CONDOMINIUM,59.7,50438.47246259713,0,0,0,213.06338500976562,0
280,28000.0,146500.0,174500.0,001,MINNEAPOLIS,1900,7406.40261997,RESIDENTIAL,27.8,18097.768641453342,0,0,0,254.6998291015625,0
281,18700.0,152800.0,171500.0,001,MINNEAPOLIS,1954,5435.07869709,RESIDENTIAL,39.4,6406.757598590675,18,107,394,132.13629150390625,0
282,121300.0,463700.0,585000.0,001,MINNEAPOLIS,1925,6336.48661682,RESIDENTIAL,40.2,6265.974709238362,0,0,0,311.1912841796875,0
283,14300.0,183200.0,197500.0,001,MINNEAPOLIS,1908,4947.55020658,RESIDENTIAL,29.0,7604.439248738149,0,0,0,720.0,0
284,6600.0,144400.0,151000.0,001,MINNEAPOLIS,1921,5871.05411525,RESIDENTIAL,29.7,13374.415166493367,141,186,341,406.67431640625,0
285,205000.0,120300.0,325300.0,270,MINNETONKA,1975,39175.84252264,RESIDENTIAL,48.3,1973.333961863146,96,149,365,466.69049072265625,21
286,30000.0,167300.0,197300.0,0625,ST PAUL,1910,4800.31,Res 1 unit,30.9,10095.277375912634,24,66,270,366.4423522949219,166
287,30000.0,120000.0,150000.0,279,BROOKLYN PARK,1986,1872.00197034,TOWNHOUSE,37.6,468.23736751566196,22,52,192,572.5521850585938,156
288,250000.0,482300.0,732300.0,273,EDINA,1968,15198.64466184,RESIDENTIAL,50.2,1987.6219754372119,0,420,6,321.210205078125,16
289,81000.0,155000.0,236000.0,281,ROBBINSDALE,1968,10143.54532951,RESIDENTIAL-TWO UNIT,40.1,4630.819825015301,33,120,209,304.1710205078125,0
290,116000.0,134000.0,250000.0,284,PLYMOUTH,1952,13161.61283472,RESIDENTIAL,40.3,3105.6940860763993,1,73,463,382.92034912109375,22
291,50000.0,220100.0,270100.0,270,MINNETONKA,1986,352524.9405953,CONDOMINIUM,32.4,4564.971290938215,72,280,217,336.26776123046875,0
292,140700.0,172800.0,313500.0,271,BLOOMINGTON,1968,12167.62003263,RESIDENTIAL,45.0,4555.25092315007,0,0,0,48.0,0
293,58000.0,199600.0,257600.0,279,BROOKLYN PARK,1961,13427.9304445,RESIDENTIAL,31.7,6821.478474071961,115,540,99,68.4105224609375,0
294,415000.0,471100.0,886100.0,283,ST. LOUIS PARK,1941,21846.25453782,RESIDENTIAL,43.8,2542.9548319917258,84,325,283,255.12350463867188,0
295,7700.0,115300.0,123000.0,001,MINNEAPOLIS,1901,6681.96840776,RESIDENTIAL,25.0,5695.603639079652,57,460,182,522.0,0
296,75000.0,233600.0,308600.0,279,BROOKLYN PARK,2010,18419.7828102,RESIDENTIAL,37.8,2544.562393073167,61,267,447,121.49073791503906,0
297,80000.0,182000.0,262000.0,011,CHAMPLIN,1974,20202.72044882,RESIDENTIAL,39.0,6098.6054977355225,110,116,437,326.435302734375,27
298,15000.0,174800.0,189800.0,0621,ROSEVILLE,2013,,Res 1 unit,,,85,168,444,42.0,15
299,23300.0,180200.0,203500.0,001,MINNEAPOLIS,1885,6129.92503747,RESIDENTIAL-TWO UNIT,34.9,14215.597875271416,0,0,0,420.2142333984375,0
300,43100.0,209900.0,253000.0,001,MINNEAPOLIS,1948,6367.37137838,RESIDENTIAL,39.5,8193.014216327472,0,0,0,292.2190856933594,0
301,84700.0,215300.0,300000.0,0622,MAPLEWOOD,1991,12087.9,Res 1 unit,43.1,2953.94854928469,59,114,94,24.0,4
302,67500.0,250500.0,318000.0,0624,VADNAIS HEIGHTS,1994,,Res 1 unit,48.3,3677.851390470365,86,410,273,254.27545166015625,0
303,178400.0,116000.0,294400.0,270,MINNETONKA,1961,19392.72288016,RESIDENTIAL,39.1,1949.781863825921,96,94,513,442.0904846191406,19
304,15700.0,127800.0,143500.0,001,MINNEAPOLIS,1912,6395.44561761,RESIDENTIAL,29.6,3664.0057261396896,128,231,309,553.2052001953125,0
306,75300.0,352000.0,427300.0,279,MAPLE GROVE,2016,11198.39788155,RESIDENTIAL,36.8,1203.186189640459,84,211,419,185.32135009765625,0
307,41300.0,193700.0,235000.0,283,ST. LOUIS PARK,1978,666.60014686,TOWNHOUSE,35.2,5575.236237978024,110,349,202,216.0,0
308,44000.0,94000.0,138000.0,277,MOUND,1938,10371.18459094,RESIDENTIAL,31.8,5492.261865862057,18,60,450,30.0,2
309,103300.0,348700.0,452000.0,271,BLOOMINGTON,1997,3566.9994502,TOWNHOUSE,43.2,2335.7498280699933,0,0,0,48.0,0
310,44400.0,175600.0,220000.0,001,MINNEAPOLIS,1922,5051.07614962,RESIDENTIAL,46.6,8008.999639028991,40,177,508,108.0,5
311,97000.0,250000.0,347000.0,280,RICHFIELD,1993,7315.97608128,RESIDENTIAL,39.0,4358.966488127988,0,0,0,24.0,0
312,135000.0,134000.0,269000.0,282,ST. ANTHONY,1968,10688.26877555,RESIDENTIAL,38.7,4061.476959752377,210,546,48,275.28167724609375,2
313,78000.0,185000.0,263000.0,281,CRYSTAL,1967,8540.97989534,RESIDENTIAL,41.5,4471.787045165716,25,120,361,489.689697265625,0
314,146900.0,290400.0,437300.0,0625,ST PAUL,1923,5052.96,Res 1 unit,41.3,8622.481084203646,131,199,415,311.8268737792969,0
315,14300.0,154500.0,168800.0,0625,ST PAUL,1955,4961.48,Res 1 unit,31.5,5734.805241513265,0,83,60,408.0,650
316,20000.0,137000.0,157000.0,110,ST. BONIFACIUS,1995,4330.37919581,TOWNHOUSE,37.3,1619.176530505051,0,0,0,90.0,0
317,57500.0,183800.0,241300.0,011,BROOKLYN PARK,1982,11311.23531164,RESIDENTIAL,32.8,3612.795595285443,256,202,313,210.0,0
318,275000.0,219000.0,494000.0,270,GOLDEN VALLEY,1951,15836.0376564,RESIDENTIAL,46.0,2000.1773435445748,1,4,14,289.62042236328125,875
319,7200.0,161800.0,169000.0,001,MINNEAPOLIS,1958,4820.40365733,RESIDENTIAL,33.6,8089.553599046246,184,212,316,18.0,0
320,107000.0,100000.0,207000.0,280,RICHFIELD,1948,6388.36916319,RESIDENTIAL,40.7,6513.60253072947,0,0,0,290.30328369140625,0
321,112200.0,153500.0,265700.0,271,BLOOMINGTON,1968,11415.37616229,RESIDENTIAL,36.4,7647.56522482732,0,0,0,90.0,0
322,399700.0,516300.0,916000.0,273,EDINA,1946,8090.78226405,RESIDENTIAL,38.5,3716.060692470906,89,253,172,643.3723754882812,2
323,80000.0,163000.0,243000.0,281,PLYMOUTH,1966,18515.34043894,RESIDENTIAL,32.7,1825.6157886981075,183,420,103,412.08251953125,9
324,10000.0,151000.0,161000.0,270,HOPKINS,2007,33091.2431065,CONDOMINIUM,32.2,2110.9192595363897,4,410,102,172.75416564941406,0
325,75000.0,195600.0,270600.0,0624,VADNAIS HEIGHTS,1988,12750.01,Res 1 unit,37.6,1149.2224026161587,179,315,292,360.99859619140625,0
326,63000.0,215000.0,278000.0,279,MAPLE GROVE,1982,11885.20769377,RESIDENTIAL,34.6,539.8380800306749,27,83,624,306.0,0
327,92000.0,309000.0,401000.0,277,MOUND,2006,9476.69277764,RESIDENTIAL,46.9,2032.3343826443122,15,86,18,163.2176513671875,0
328,67300.0,300300.0,367600.0,279,MAPLE GROVE,1991,13600.02405585,RESIDENTIAL,39.6,2225.251256672313,242,462,134,331.0347595214844,3
329,83900.0,722600.0,806500.0,001,MINNEAPOLIS,1916,5215.81270594,RESIDENTIAL,53.2,5997.624303400044,62,137,478,33.941123962402344,28
330,41600.0,138200.0,179800.0,0625,ST PAUL,1914,4181.76,Res 1 unit,29.2,12138.16820849414,0,7,48,342.841064453125,123
331,128500.0,129200.0,257700.0,0625,ST PAUL,1952,5244.62,Res 1 unit,38.2,6973.465295991758,111,119,384,300.0,51
332,72900.0,244300.0,317200.0,279,MAPLE GROVE,1991,13499.87768233,RESIDENTIAL,40.8,1344.9616141926567,40,47,681,30.0,22
333,44700.0,215300.0,260000.0,001,MINNEAPOLIS,1924,5004.54946056,RESIDENTIAL,46.6,8008.999639028991,31,77,499,195.34584045410156,27
334,95000.0,404800.0,499800.0,0624,WHITE BEAR TOWN,2016,,Res 1 unit,44.7,1790.5177191320504,94,246,67,67.08203887939453,0
335,75000.0,250300.0,325300.0,279,BROOKLYN PARK,2016,5300.05932236,TOWNHOUSE,45.7,1448.3128477469138,143,233,294,150.0,0
336,128400.0,146900.0,275300.0,271,BLOOMINGTON,1959,10340.45866923,RESIDENTIAL,47.8,1909.3186135114681,0,0,0,367.7662353515625,0
337,130600.0,177800.0,308400.0,270,ST. LOUIS PARK,1969,16975.83836784,RESIDENTIAL,36.0,5816.366100091579,131,260,233,210.0,56
338,8000.0,238300.0,246300.0,0625,ST PAUL,1900,3659.04,Res 1 unit,21.4,13287.111900070287,3,5,110,258.4879150390625,15
339,162900.0,407600.0,570500.0,001,MINNEAPOLIS,1927,5106.07713263,RESIDENTIAL,44.1,7263.471517777702,36,267,224,237.36048889160156,21
340,60000.0,125000.0,185000.0,280,EDINA,1968,106002.15333,CONDOMINIUM,43.0,3381.7094746298794,15,77,126,367.3254699707031,23
341,7000.0,198500.0,205500.0,001,MINNEAPOLIS,1987,43821.02903117,CONDOMINIUM,30.6,3101.4471259246147,81,158,168,109.4897232055664,0
342,115000.0,394000.0,509000.0,284,PLYMOUTH,2012,16131.0403539,RESIDENTIAL,35.7,1707.2033277099677,36,26,564,611.2348022460938,132
343,250000.0,402600.0,652600.0,273,EDINA,1954,12088.86488257,RESIDENTIAL,42.0,3877.8414859843174,145,229,115,426.380126953125,0
344,77000.0,126000.0,203000.0,281,ROBBINSDALE,1949,5401.58609373,RESIDENTIAL,44.2,4559.018452429091,149,266,211,60.0,0
345,126000.0,404000.0,530000.0,279,PLYMOUTH,2017,8253.44466144,RESIDENTIAL,34.7,3498.303094398041,6,270,395,42.0,7
346,31900.0,176100.0,208000.0,001,MINNEAPOLIS,1909,5099.98466314,RESIDENTIAL,35.8,5639.429830789576,0,0,0,835.229248046875,0
347,68300.0,462200.0,530500.0,001,MINNEAPOLIS,1922,5710.99452084,RESIDENTIAL-TWO UNIT,39.7,10347.089117015454,0,0,0,438.0,0
348,50000.0,128800.0,178800.0,0624,VADNAIS HEIGHTS,1981,4351.64,Res 1 unit,48.9,1939.6251519300702,186,276,217,138.520751953125,0
349,103000.0,120000.0,223000.0,270,HOPKINS,1947,5865.76446635,RESIDENTIAL,38.1,5811.975072540201,10,374,19,246.65765380859375,33
350,396300.0,1715200.0,2111500.0,001,MINNEAPOLIS,1931,10123.37943688,RESIDENTIAL,39.4,2015.507558986095,9,567,48,240.0,0
351,100000.0,655600.0,755600.0,270,MINNETONKA,2000,10983.08471683,TOWNHOUSE,31.3,7709.381148861531,3,47,97,569.2416381835938,527
352,66000.0,152000.0,218000.0,284,PLYMOUTH,2006,433752.89094723,CONDOMINIUM,44.6,1621.7899242337323,79,179,429,196.54006958007812,0
353,16300.0,164600.0,180900.0,0625,ST PAUL,1977,4917.92,Res 1 unit,29.8,8385.498724216151,94,147,420,595.9664306640625,0
354,223200.0,211000.0,434200.0,273,EDINA,1958,15284.99889471,RESIDENTIAL,45.4,1620.3132178181213,65,251,82,220.1272430419922,11
355,103800.0,239400.0,343200.0,271,BLOOMINGTON,2012,11004.00172037,RESIDENTIAL,50.0,1743.709107866775,0,0,0,42.0,0
356,24000.0,174300.0,198300.0,0625,ST PAUL,1912,4181.76,Res 1 unit,30.0,3622.138528306222,122,292,44,135.3661651611328,0
357,151200.0,267800.0,419000.0,0623,FALCON HEIGHTS,1966,9526.57,Res 1 unit,23.4,1532.7460332676994,82,312,242,148.5530242919922,0
358,341200.0,365000.0,706200.0,273,EDINA,1955,17814.39346806,RESIDENTIAL,47.3,1860.7374825008023,93,416,18,113.84199523925781,0
359,61000.0,142000.0,203000.0,011,CHAMPLIN,1969,13114.79308677,RESIDENTIAL,32.5,1998.4842944185066,0,0,164,337.9230651855469,412
360,31800.0,147200.0,179000.0,279,MAPLE GROVE,1977,666.58047276,TOWNHOUSE,40.4,2575.1781021578154,77,91,534,132.0,17
361,113300.0,130300.0,243600.0,271,BLOOMINGTON,1955,11699.88124543,RESIDENTIAL,44.4,3675.267438690807,0,0,0,352.369140625,0
362,140500.0,306500.0,447000.0,001,MINNEAPOLIS,1941,9615.19611839,RESIDENTIAL,23.5,4072.7413869532324,95,143,493,192.09371948242188,0
363,58000.0,169700.0,227700.0,279,BROOKLYN PARK,1978,11005.87529407,RESIDENTIAL,40.6,2622.7785031120857,434,403,19,36.49657440185547,0
364,85000.0,233000.0,318000.0,011,CHAMPLIN,1994,26696.05901627,RESIDENTIAL,34.6,3906.375226033063,203,436,176,234.6912841796875,0
365,160600.0,321800.0,482400.0,0621,ARDEN HILLS,1957,18621.9,Res 1 unit,41.9,1264.4953448078068,108,236,378,339.83526611328125,0
366,95000.0,162000.0,257000.0,280,RICHFIELD,1952,9940.5670106,RESIDENTIAL,36.0,5840.552470065721,0,0,0,504.0,0
367,131500.0,201200.0,332700.0,271,BLOOMINGTON,1983,11198.97425279,RESIDENTIAL,29.7,814.2475188460763,0,0,0,132.0,0
368,500000.0,906600.0,1406600.0,273,EDINA,1931,9493.05748448,RESIDENTIAL,42.4,7271.504037224084,114,261,163,125.28367614746094,0
369,127000.0,230000.0,357000.0,284,PLYMOUTH,1948,18500.4326983,RESIDENTIAL,39.5,1998.6592390455658,4,32,78,372.04840087890625,511
370,61800.0,181600.0,243400.0,0623,ROSEVILLE,1939,19998.4,Res 1 unit,32.2,4549.1003950056775,87,189,410,690.6257934570312,8
371,62700.0,219300.0,282000.0,001,MINNEAPOLIS,1913,8106.88754533,RESIDENTIAL,41.2,6157.529834494342,51,179,481,139.94284057617188,0
372,128600.0,185200.0,313800.0,272,EDEN PRAIRIE,1986,14549.27999325,RESIDENTIAL,41.1,3169.7043395125197,14,54,358,72.0,0
373,20000.0,377000.0,397000.0,001,MINNEAPOLIS,1913,2806.26514825,RESIDENTIAL-TWO UNIT,28.9,27807.931696644944,89,518,95,534.6400146484375,15
374,14000.0,167500.0,181500.0,001,MINNEAPOLIS,2004,15708.91704199,TOWNHOUSE,29.0,12990.131815895973,0,0,0,444.56719970703125,0
375,226000.0,511000.0,737000.0,284,WAYZATA,2016,8674.37413177,RESIDENTIAL,61.7,4727.728494710983,8,333,46,207.93267822265625,0
376,108500.0,116000.0,224500.0,271,BLOOMINGTON,1953,15218.56513336,RESIDENTIAL,38.2,4849.860486256897,0,0,0,248.6201934814453,0
377,184000.0,122000.0,306000.0,270,MINNETONKA,1969,15307.17691342,RESIDENTIAL,42.3,1033.1714003452093,82,145,363,432.7493591308594,3
